,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
422,Asahi super dry,60778,Asahi Super Dry,3.1,6,3,7,4,11
423,Asahi super dry,394290,Asahi Super Dry,1.9,3,3,4,2,7
424,Asahi super dry,432976,Asahi Super Dry,1.3,2,2,3,1,5
425,Asahi super dry,417427,Asahi Super Dry,3.0,6,3,6,3,12
426,Asahi super dry,9591,Asahi Super Dry,1.7,3,2,4,2,6
427,Asahi super dry,73218,Asahi Super Dry,2.8,6,3,6,2,11
428,Asahi super dry,297909,Asahi Super Dry,0.6,1,2,1,1,1
429,Asahi super dry,384392,Asahi Super Dry,2.9,4,4,7,4,10
430,Asahi super dry,448085,Asahi Super Dry,2.2,4,3,4,2,9
431,Asahi super dry,357144,Asahi Super Dry,3.3,7,4,6,4,12
432,Asahi super dry,253265,Asahi Super Dry,2.0,4,2,4,2,8
433,Asahi super dry,168807,Asahi Super Dry,1.7,3,3,4,2,5
434,Asahi super dry,417272,Asahi Super Dry,2.0,4,2,3,3,8
435,Asahi super dry,373608,Asahi Super Dry,2.1,4,2,4,2,9
436,Asahi super dry,239903,Asahi Super Dry,2.4,5,3,4,2,10
437,Asahi super dry,420774,Asahi Super Dry,2.4,4,2,5,3,10
438,Asahi super dry,379527,Asahi Super Dry,2.2,4,3,5,3,7
439,Asahi super dry,351232,Asahi Super Dry,3.1,5,3,7,3,13
440,Asahi super dry,441396,Asahi Super Dry,3.3,4,3,7,4,15
441,Asahi super dry,428347,Asahi Super Dry,2.5,4,3,6,3,9
442,Asahi super dry,438441,Asahi Super Dry,2.1,3,5,6,3,4
443,Asahi super dry,352852,Asahi Super Dry,2.4,4,4,3,3,10
444,Asahi super dry,368086,Asahi Super Dry,1.7,3,3,3,2,6
445,Asahi super dry,395018,Asahi Super Dry,1.1,2,3,2,2,2
446,Asahi super dry,73301,Asahi Super Dry,1.1,1,2,2,2,4
447,Asahi super dry,151390,Asahi Super Dry,3.1,3,3,7,4,14
448,Asahi super dry,425057,Asahi Super Dry,2.8,5,3,6,3,11
449,Asahi super dry,434301,Asahi Super Dry,1.9,3,4,3,4,5
450,Asahi super dry,427732,Asahi Super Dry,2.1,5,2,3,3,8
451,Asahi super dry,328864,Asahi Super Dry,2.9,6,2,6,3,12
452,Asahi super dry,119235,Asahi Super Dry,1.8,3,2,4,2,7
453,Asahi super dry,413787,Asahi Super Dry,2.4,5,3,6,3,7
454,Asahi super dry,364079,Asahi Super Dry,1.9,4,3,4,2,6
455,Asahi super dry,426646,Asahi Super Dry,2.4,4,3,5,2,10
456,Asahi super dry,391663,Asahi Super Dry,1.6,3,2,4,2,5
457,Asahi super dry,271889,Asahi Super Dry,2.2,4,2,5,3,8
458,Asahi super dry,212529,Asahi Super Dry,2.6,5,2,6,3,10
459,Asahi super dry,432362,Asahi Super Dry,2.4,3,3,5,2,11
460,Asahi super dry,429670,Asahi Super Dry,2.2,4,2,4,2,10
461,Asahi super dry,418092,Asahi Super Dry,2.9,4,2,6,3,14
462,Asahi super dry,398972,Asahi Super Dry,2.7,5,3,6,3,10
463,Asahi super dry,73998,Asahi Super Dry,2.3,4,2,4,3,10
464,Asahi super dry,397504,Asahi Super Dry,2.5,4,3,4,2,12
465,Asahi super dry,319016,Asahi Super Dry,2.5,4,3,4,2,12
466,Asahi super dry,371540,Asahi Super Dry,2.1,2,2,5,2,10
467,Asahi super dry,414959,Asahi Super Dry,2.3,3,4,4,2,10
468,Asahi super dry,369983,Asahi Super Dry,2.7,4,3,6,3,11
469,Asahi super dry,369205,Asahi Super Dry,2.6,6,4,5,4,7
470,Asahi super dry,425598,Asahi Super Dry,1.8,2,2,3,2,9
471,Asahi super dry,306447,Asahi Super Dry,2.1,8,4,2,3,4
472,Asahi super dry,96886,Asahi Super Dry,2.0,4,2,4,2,8
473,Asahi super dry,238849,Asahi Super Dry,1.6,3,3,3,1,6
474,Asahi super dry,396902,Asahi Super Dry,2.0,4,2,4,2,8
475,Asahi super dry,381439,Asahi Super Dry,2.2,4,2,5,2,9
476,Asahi super dry,415782,Asahi Super Dry,2.7,3,3,5,4,12
477,Asahi super dry,412952,Asahi Super Dry,2.8,4,3,4,3,14
478,Asahi super dry,279319,Asahi Super Dry,2.8,6,3,4,3,12
479,Asahi super dry,413351,Asahi Super Dry,1.9,3,3,4,3,6
480,Asahi super dry,414653,Asahi Super Dry,2.2,5,3,4,3,7
481,Asahi super dry,385896,Asahi Super Dry,1.8,4,4,2,3,5
482,Asahi super dry,105791,Asahi Super Dry,3.5,6,4,7,4,14
483,Asahi super dry,350988,Asahi Super Dry,2.3,4,3,4,3,9
484,Asahi super dry,407668,Asahi Super Dry,2.0,5,3,4,3,5
485,Asahi super dry,366365,Asahi Super Dry,1.8,3,3,4,3,5
486,Asahi super dry,278251,Asahi Super Dry,1.9,3,3,3,3,7
487,Asahi super dry,177827,Asahi Super Dry,2.7,5,4,5,3,10
488,Asahi super dry,350636,Asahi Super Dry,1.6,3,3,3,2,5
489,Asahi super dry,24309,Asahi Super Dry,2.4,4,3,4,3,10
490,Asahi super dry,138957,Asahi Super Dry,3.5,6,4,7,4,14
491,Asahi super dry,322930,Asahi Super Dry,2.3,4,4,4,3,8
492,Asahi super dry,74729,Asahi Super Dry,1.8,3,2,4,2,7
493,Asahi super dry,211077,Asahi Super Dry,2.8,5,5,5,3,10
494,Asahi super dry,410172,Asahi Super Dry,1.7,3,2,4,2,6
495,Asahi super dry,408225,Asahi Super Dry,2.4,3,2,7,3,9
496,Asahi super dry,376235,Asahi Super Dry,2.0,3,3,4,3,7
497,Asahi super dry,169565,Asahi Super Dry,2.1,3,3,3,3,9
498,Asahi super dry,310673,Asahi Super Dry,2.5,3,2,5,3,12
499,Asahi super dry,396954,Asahi Super Dry,1.8,4,2,4,2,6
500,Asahi super dry,410974,Asahi Super Dry,2.1,3,3,4,2,9
501,Asahi super dry,410075,Asahi Super Dry,2.5,5,3,5,3,9
502,Asahi super dry,381995,Asahi Super Dry,2.8,5,3,5,3,12
503,Asahi super dry,390035,Asahi Super Dry,2.6,5,3,5,3,10
504,Asahi super dry,35392,Asahi Super Dry,2.1,5,2,5,2,7
505,Asahi super dry,255940,Asahi Super Dry,2.0,4,3,4,2,7
506,Asahi super dry,292275,Asahi Super Dry,2.7,4,3,5,2,13
507,Asahi super dry,99740,Asahi Super Dry,2.0,4,3,4,2,7
508,Asahi super dry,326526,Asahi Super Dry,1.4,3,2,3,2,4
509,Asahi super dry,94456,Asahi Super Dry,3.0,4,5,5,5,11
510,Asahi super dry,404255,Asahi Super Dry,1.2,1,3,2,3,3
511,Asahi super dry,332236,Asahi Super Dry,2.5,4,4,4,4,9
512,Asahi super dry,403802,Asahi Super Dry,1.5,2,3,2,3,5
513,Asahi super dry,341820,Asahi Super Dry,3.8,7,4,8,4,15
514,Asahi super dry,277718,Asahi Super Dry,1.4,2,2,3,2,5
515,Asahi super dry,339026,Asahi Super Dry,3.6,8,3,8,3,14
516,Asahi super dry,174697,Asahi Super Dry,2.7,2,3,5,4,13
517,Asahi super dry,347202,Asahi Super Dry,2.5,4,3,4,3,11
518,Asahi super dry,391076,Asahi Super Dry,2.0,4,2,4,1,9
519,Asahi super dry,313112,Asahi Super Dry,2.5,4,4,4,3,10
520,Asahi super dry,111989,Asahi Super Dry,2.1,5,3,3,2,8
521,Asahi super dry,364257,Asahi Super Dry,2.6,5,3,5,3,10
522,Asahi super dry,325955,Asahi Super Dry,1.8,3,3,2,1,9
523,Asahi super dry,333213,Asahi Super Dry,2.0,4,3,3,2,8
524,Asahi super dry,367394,Asahi Super Dry,3.2,6,3,6,4,13
525,Asahi super dry,256066,Asahi Super Dry,1.4,2,2,2,2,6
526,Asahi super dry,388623,Asahi Super Dry,1.7,2,2,2,3,8
527,Asahi super dry,140292,Asahi Super Dry,1.2,3,2,2,2,3
528,Asahi super dry,397482,Asahi Super Dry,1.1,2,2,2,2,3
529,Asahi super dry,394825,Asahi Super Dry,1.5,2,4,3,2,4
530,Asahi super dry,364822,Asahi Super Dry,2.3,4,4,4,3,8
531,Asahi super dry,288772,Asahi Super Dry,1.5,3,2,4,1,5
532,Asahi super dry,250068,Asahi Super Dry,2.9,5,3,6,3,12
533,Asahi super dry,397663,Asahi Super Dry,1.5,3,3,3,3,3
534,Asahi super dry,369853,Asahi Super Dry,2.0,5,3,4,3,5
535,Asahi super dry,395437,Asahi Super Dry,2.2,4,2,4,2,10
536,Asahi super dry,78260,Asahi Super Dry,2.9,6,3,6,3,11
537,Asahi super dry,138435,Asahi Super Dry,1.7,3,2,3,2,7
538,Asahi super dry,395770,Asahi Super Dry,3.4,7,3,7,4,13
539,Asahi super dry,345834,Asahi Super Dry,2.1,4,3,4,2,8
540,Asahi super dry,375455,Asahi Super Dry,2.2,4,3,5,3,7
541,Asahi super dry,58060,Asahi Super Dry,1.8,5,3,4,2,4
542,Asahi super dry,339422,Asahi Super Dry,2.1,4,2,4,3,8
543,Asahi super dry,388022,Asahi Super Dry,1.5,2,3,3,1,6
544,Asahi super dry,306831,Asahi Super Dry,2.4,5,3,5,3,8
545,Asahi super dry,379250,Asahi Super Dry,2.4,4,3,5,3,9
546,Asahi super dry,366007,Asahi Super Dry,2.8,5,3,6,3,11
547,Asahi super dry,73309,Asahi Super Dry,2.0,4,2,4,2,8
548,Asahi super dry,276239,Asahi Super Dry,1.8,3,2,4,2,7
549,Asahi super dry,383293,Asahi Super Dry,2.2,4,3,4,2,9
550,Asahi super dry,247248,Asahi Super Dry,2.8,5,3,5,4,11
551,Asahi super dry,300759,Asahi Super Dry,2.5,5,2,4,2,12
552,Asahi super dry,50744,Asahi Super Dry,2.5,5,2,5,3,10
553,Asahi super dry,278856,Asahi Super Dry,3.2,7,3,6,3,13
554,Asahi super dry,359958,Asahi Super Dry,1.9,4,2,4,2,7
555,Asahi super dry,378357,Asahi Super Dry,2.7,6,4,5,3,9
556,Asahi super dry,297051,Asahi Super Dry,2.2,4,3,4,2,9
557,Asahi super dry,342248,Asahi Super Dry,1.4,3,2,3,1,5
558,Asahi super dry,51054,Asahi Super Dry,2.4,4,2,4,3,11
559,Asahi super dry,368991,Asahi Super Dry,2.4,4,2,5,3,10
560,Asahi super dry,238874,Asahi Super Dry,1.5,4,3,3,3,2
561,Asahi super dry,210140,Asahi Super Dry,2.7,5,3,5,3,11
562,Asahi super dry,293242,Asahi Super Dry,2.0,4,2,4,2,8
563,Asahi super dry,161927,Asahi Super Dry,2.3,4,3,5,4,7
564,Asahi super dry,369694,Asahi Super Dry,2.6,5,2,5,3,11
565,Asahi super dry,129644,Asahi Super Dry,2.0,2,2,4,2,10
566,Asahi super dry,263893,Asahi Super Dry,1.0,2,2,1,2,3
567,Asahi super dry,384383,Asahi Super Dry,1.6,3,3,3,3,4
568,Asahi super dry,351143,Asahi Super Dry,2.6,5,4,5,2,10
569,Asahi super dry,385302,Asahi Super Dry,1.6,2,2,4,3,5
570,Asahi super dry,384023,Asahi Super Dry,2.8,7,3,5,3,10
571,Asahi super dry,249738,Asahi Super Dry,2.2,4,3,4,3,8
572,Asahi super dry,24183,Asahi Super Dry,1.7,3,2,4,2,6
573,Asahi super dry,42530,Asahi Super Dry,1.3,4,3,2,2,2
574,Asahi super dry,139279,Asahi Super Dry,1.6,4,2,4,2,4
575,Asahi super dry,358150,Asahi Super Dry,2.1,5,2,4,2,8
576,Asahi super dry,350219,Asahi Super Dry,3.1,6,3,7,3,12
577,Asahi super dry,349435,Asahi Super Dry,2.8,5,3,5,3,12
578,Asahi super dry,373429,Asahi Super Dry,2.6,5,3,5,3,10
579,Asahi super dry,361422,Asahi Super Dry,1.7,4,2,3,2,6
580,Asahi super dry,112029,Asahi Super Dry,2.3,5,2,4,2,10
581,Asahi super dry,367143,Asahi Super Dry,2.2,4,2,5,2,9
582,Asahi super dry,372570,Asahi Super Dry,2.2,3,4,4,2,9
583,Asahi super dry,250510,Asahi Super Dry,1.3,2,4,3,1,3
584,Asahi super dry,339486,Asahi Super Dry,1.5,3,3,2,1,6
585,Asahi super dry,127125,Asahi Super Dry,2.5,6,2,5,2,10
586,Asahi super dry,240051,Asahi Super Dry,3.1,6,3,6,3,13
587,Asahi super dry,78156,Asahi Super Dry,2.6,5,2,5,3,11
588,Asahi super dry,285296,Asahi Super Dry,2.7,5,3,5,3,11
589,Asahi super dry,337997,Asahi Super Dry,0.9,2,2,1,2,2
590,Asahi super dry,355274,Asahi Super Dry,1.6,2,2,2,2,8
591,Asahi super dry,133209,Asahi Super Dry,1.9,5,4,4,2,4
592,Asahi super dry,92639,Asahi Super Dry,2.0,3,2,4,2,9
593,Asahi super dry,176210,Asahi Super Dry,1.0,2,2,2,1,3
594,Asahi super dry,368117,Asahi Super Dry,2.0,2,2,5,1,10
595,Asahi super dry,98012,Asahi Super Dry,2.5,6,2,5,2,10
596,Asahi super dry,15482,Asahi Super Dry,1.5,2,2,3,2,6
597,Asahi super dry,131219,Asahi Super Dry,1.8,4,3,3,2,6
598,Asahi super dry,263984,Asahi Super Dry,2.7,3,4,6,3,11
599,Asahi super dry,68660,Asahi Super Dry,2.6,5,3,5,3,10
600,Asahi super dry,359249,Asahi Super Dry,2.7,3,2,6,3,13
601,Asahi super dry,178245,Asahi Super Dry,2.8,6,4,5,3,10
602,Asahi super dry,256488,Asahi Super Dry,2.3,2,3,5,3,10
603,Asahi super dry,134519,Asahi Super Dry,3.4,5,4,7,5,13
604,Asahi super dry,216897,Asahi Super Dry,2.8,5,3,5,3,12
605,Asahi super dry,367242,Asahi Super Dry,0.9,1,2,3,1,2
606,Asahi super dry,231465,Asahi Super Dry,1.9,3,2,5,1,8
607,Asahi super dry,281955,Asahi Super Dry,2.7,3,3,6,3,12
608,Asahi super dry,311883,Asahi Super Dry,1.9,3,2,4,2,8
609,Asahi super dry,122856,Asahi Super Dry,2.9,5,3,6,3,12
610,Asahi super dry,345697,Asahi Super Dry,2.7,3,3,7,2,12
611,Asahi super dry,115317,Asahi Super Dry,2.1,3,3,4,3,8
612,Asahi super dry,291883,Asahi Super Dry,1.6,3,2,3,2,6
613,Asahi super dry,115363,Asahi Super Dry,1.9,3,3,3,2,8
614,Asahi super dry,297059,Asahi Super Dry,1.9,3,2,4,3,7
615,Asahi super dry,324846,Asahi Super Dry,1.5,2,4,2,3,4
616,Asahi super dry,314904,Asahi Super Dry,2.1,3,2,4,2,10
617,Asahi super dry,357380,Asahi Super Dry,2.2,5,2,5,2,8
618,Asahi super dry,296471,Asahi Super Dry,0.8,2,2,1,1,2
619,Asahi super dry,158926,Asahi Super Dry,2.0,3,4,3,3,7
620,Asahi super dry,273837,Asahi Super Dry,1.3,2,2,3,2,4
621,Asahi super dry,202562,Asahi Super Dry,2.4,5,2,5,3,9
622,Asahi super dry,334914,Asahi Super Dry,1.9,4,3,4,1,7
623,Asahi super dry,353609,Asahi Super Dry,2.1,3,3,4,2,9
624,Asahi super dry,363100,Asahi Super Dry,2.5,5,3,5,3,9
625,Asahi super dry,216134,Asahi Super Dry,2.8,6,3,5,4,10
626,Asahi super dry,18863,Asahi Super Dry,1.1,2,1,3,1,4
627,Asahi super dry,282985,Asahi Super Dry,2.4,5,2,4,3,10
628,Asahi super dry,344218,Asahi Super Dry,3.2,6,4,6,4,12
629,Asahi super dry,364356,Asahi Super Dry,1.0,1,3,2,2,2
630,Asahi super dry,87165,Asahi Super Dry,2.5,5,4,5,3,8
631,Asahi super dry,252480,Asahi Super Dry,1.8,3,3,3,2,7
632,Asahi super dry,355893,Asahi Super Dry,1.1,1,4,2,2,2
633,Asahi super dry,285518,Asahi Super Dry,2.4,4,3,6,2,9
634,Asahi super dry,141453,Asahi Super Dry,1.9,3,2,4,2,8
635,Asahi super dry,337285,Asahi Super Dry,2.2,4,2,5,2,9
636,Asahi super dry,352286,Asahi Super Dry,2.1,3,4,5,3,6
637,Asahi super dry,145790,Asahi Super Dry,1.6,3,2,3,2,6
638,Asahi super dry,355741,Asahi Super Dry,1.2,2,2,3,1,4
639,Asahi super dry,350377,Asahi Super Dry,1.2,2,3,2,2,3
640,Asahi super dry,279940,Asahi Super Dry,2.0,3,4,3,3,7
641,Asahi super dry,285180,Asahi Super Dry,1.6,4,2,3,2,5
642,Asahi super dry,327076,Asahi Super Dry,3.0,5,3,6,4,12
643,Asahi super dry,128270,Asahi Super Dry,2.3,5,3,4,3,8
644,Asahi super dry,350684,Asahi Super Dry,2.1,3,3,4,1,10
645,Asahi super dry,287087,Asahi Super Dry,1.2,3,1,2,1,5
646,Asahi super dry,245444,Asahi Super Dry,1.7,3,2,3,2,7
647,Asahi super dry,352388,Asahi Super Dry,2.3,4,3,5,3,8
648,Asahi super dry,219994,Asahi Super Dry,1.9,3,2,3,2,9
649,Asahi super dry,324231,Asahi Super Dry,2.4,5,3,4,2,10
650,Asahi super dry,224684,Asahi Super Dry,2.2,3,3,4,3,9
651,Asahi super dry,356488,Asahi Super Dry,2.3,5,3,5,3,7
652,Asahi super dry,352597,Asahi Super Dry,2.8,5,3,6,4,10
653,Asahi super dry,334024,Asahi Super Dry,3.0,5,3,6,2,14
654,Asahi super dry,322783,Asahi Super Dry,2.0,3,2,4,4,7
655,Asahi super dry,246644,Asahi Super Dry,2.1,4,3,4,2,8
656,Asahi super dry,272415,Asahi Super Dry,1.9,3,3,3,2,8
657,Asahi super dry,138565,Asahi Super Dry,1.9,5,2,5,2,5
658,Asahi super dry,327358,Asahi Super Dry,1.9,3,2,4,2,8
659,Asahi super dry,102367,Asahi Super Dry,2.3,3,3,5,2,10
660,Asahi super dry,310431,Asahi Super Dry,1.9,4,3,4,2,6
661,Asahi super dry,349016,Asahi Super Dry,2.2,3,2,5,2,10
662,Asahi super dry,317207,Asahi Super Dry,2.8,4,3,6,2,13
663,Asahi super dry,116409,Asahi Super Dry,1.8,3,3,4,2,6
664,Asahi super dry,350699,Asahi Super Dry,2.3,4,3,4,3,9
665,Asahi super dry,289420,Asahi Super Dry,2.4,4,3,5,2,10
666,Asahi super dry,344468,Asahi Super Dry,1.0,2,1,3,1,3
667,Asahi super dry,323430,Asahi Super Dry,2.7,4,3,5,3,12
668,Asahi super dry,289628,Asahi Super Dry,2.6,5,2,6,3,10
669,Asahi super dry,106485,Asahi Super Dry,2.7,6,3,5,2,11
670,Asahi super dry,323931,Asahi Super Dry,1.3,3,1,3,1,5
671,Asahi super dry,309965,Asahi Super Dry,1.9,3,1,4,3,8
672,Asahi super dry,227246,Asahi Super Dry,1.0,2,2,2,2,2
673,Asahi super dry,232892,Asahi Super Dry,2.4,5,4,4,2,9
674,Asahi super dry,333169,Asahi Super Dry,2.3,5,2,3,3,10
675,Asahi super dry,312563,Asahi Super Dry,2.8,7,3,6,3,9
676,Asahi super dry,337634,Asahi Super Dry,2.3,4,2,6,1,10
677,Asahi super dry,290599,Asahi Super Dry,3.1,6,4,6,3,12
678,Asahi super dry,103771,Asahi Super Dry,2.1,5,2,5,2,7
679,Asahi super dry,206148,Asahi Super Dry,3.1,6,3,8,3,11
680,Asahi super dry,291587,Asahi Super Dry,2.8,5,3,5,2,13
681,Asahi super dry,323799,Asahi Super Dry,1.5,3,2,2,2,6
682,Asahi super dry,345340,Asahi Super Dry,2.6,4,3,4,3,12
683,Asahi super dry,346172,Asahi Super Dry,3.3,6,3,8,3,13
684,Asahi super dry,294581,Asahi Super Dry,1.7,2,2,2,2,9
685,Asahi super dry,12252,Asahi Super Dry,2.0,4,3,4,2,7
686,Asahi super dry,331576,Asahi Super Dry,2.0,3,2,5,3,7
687,Asahi super dry,79927,Asahi Super Dry,2.6,4,3,4,3,12
688,Asahi super dry,232269,Asahi Super Dry,2.0,4,4,4,2,6
689,Asahi super dry,191153,Asahi Super Dry,2.1,4,2,5,2,8
690,Asahi super dry,340963,Asahi Super Dry,2.9,5,3,6,3,12
691,Asahi super dry,311741,Asahi Super Dry,2.7,5,2,6,3,11
692,Asahi super dry,296905,Asahi Super Dry,3.0,6,3,6,2,13
693,Asahi super dry,305245,Asahi Super Dry,2.5,3,2,6,3,11
694,Asahi super dry,320916,Asahi Super Dry,2.1,5,2,4,2,8
695,Asahi super dry,308403,Asahi Super Dry,3.0,5,3,6,3,13
696,Asahi super dry,280924,Asahi Super Dry,2.4,3,2,6,3,10
697,Asahi super dry,139878,Asahi Super Dry,2.0,5,2,4,2,7
698,Asahi super dry,88036,Asahi Super Dry,1.6,3,2,3,2,6
699,Asahi super dry,91618,Asahi Super Dry,2.3,4,2,5,2,10
700,Asahi super dry,281406,Asahi Super Dry,1.4,3,1,3,2,5
701,Asahi super dry,253117,Asahi Super Dry,1.3,2,2,3,3,3
702,Asahi super dry,337581,Asahi Super Dry,3.1,6,3,6,3,13
703,Asahi super dry,328039,Asahi Super Dry,2.8,5,3,6,4,10
704,Asahi super dry,337863,Asahi Super Dry,2.7,6,4,7,3,7
705,Asahi super dry,305728,Asahi Super Dry,2.3,5,3,4,3,8
706,Asahi super dry,337482,Asahi Super Dry,1.1,3,4,1,1,2
707,Asahi super dry,92650,Asahi Super Dry,2.2,4,2,4,3,9
708,Asahi super dry,262336,Asahi Super Dry,2.3,4,3,4,2,10
709,Asahi super dry,257643,Asahi Super Dry,2.8,6,3,6,2,11
710,Asahi super dry,132937,Asahi Super Dry,2.8,5,3,6,3,11
711,Asahi super dry,268891,Asahi Super Dry,1.9,3,2,4,2,8
712,Asahi super dry,319548,Asahi Super Dry,2.1,4,3,4,2,8
713,Asahi super dry,335427,Asahi Super Dry,2.5,5,3,3,2,12
714,Asahi super dry,219451,Asahi Super Dry,0.9,1,2,1,2,3
715,Asahi super dry,126614,Asahi Super Dry,1.4,3,2,3,2,4
716,Asahi super dry,326264,Asahi Super Dry,2.0,4,2,5,2,7
717,Asahi super dry,329745,Asahi Super Dry,2.2,3,3,7,3,6
718,Asahi super dry,270986,Asahi Super Dry,2.3,4,3,4,2,10
719,Asahi super dry,327530,Asahi Super Dry,1.6,3,3,3,2,5
720,Asahi super dry,327995,Asahi Super Dry,2.9,6,3,5,3,12
721,Asahi super dry,69195,Asahi Super Dry,2.4,3,2,5,2,12
722,Asahi super dry,330601,Asahi Super Dry,2.6,5,2,5,2,12
723,Asahi super dry,276673,Asahi Super Dry,2.0,2,3,2,2,11
724,Asahi super dry,328655,Asahi Super Dry,1.6,3,3,3,2,5
725,Asahi super dry,280695,Asahi Super Dry,3.8,7,3,8,4,16
726,Asahi super dry,264929,Asahi Super Dry,2.5,3,3,5,3,11
727,Asahi super dry,128580,Asahi Super Dry,2.6,5,3,5,3,10
728,Asahi super dry,296180,Asahi Super Dry,2.6,5,3,5,3,10
729,Asahi super dry,318304,Asahi Super Dry,2.9,5,3,6,3,12
730,Asahi super dry,302912,Asahi Super Dry,2.1,4,2,4,1,10
731,Asahi super dry,122691,Asahi Super Dry,1.5,3,3,3,3,3
732,Asahi super dry,124423,Asahi Super Dry,3.1,6,4,6,3,12
733,Asahi super dry,223385,Asahi Super Dry,3.5,4,4,7,4,16
734,Asahi super dry,226435,Asahi Super Dry,3.3,6,3,6,4,14
735,Asahi super dry,265234,Asahi Super Dry,2.0,4,2,4,2,8
736,Asahi super dry,23142,Asahi Super Dry,2.9,6,4,6,4,9
737,Asahi super dry,212505,Asahi Super Dry,2.1,3,3,4,3,8
739,Asahi super dry,299701,Asahi Super Dry,2.0,5,3,5,1,6
740,Asahi super dry,119047,Asahi Super Dry,1.5,2,1,2,1,9
741,Asahi super dry,44772,Asahi Super Dry,1.8,4,2,4,2,6
742,Asahi super dry,315013,Asahi Super Dry,3.1,4,3,7,4,13
743,Asahi super dry,301771,Asahi Super Dry,0.9,1,2,2,2,2
744,Asahi super dry,126572,Asahi Super Dry,2.5,4,3,4,3,11
745,Asahi super dry,298956,Asahi Super Dry,1.3,3,1,3,2,4
746,Asahi super dry,272492,Asahi Super Dry,2.4,5,2,5,2,10
747,Asahi super dry,279109,Asahi Super Dry,1.2,3,2,2,2,3
748,Asahi super dry,150807,Asahi Super Dry,2.2,5,3,4,3,7
749,Asahi super dry,138566,Asahi Super Dry,2.2,4,2,4,2,10
750,Asahi super dry,293777,Asahi Super Dry,2.2,5,3,4,2,8
751,Asahi super dry,220959,Asahi Super Dry,2.6,5,3,5,3,10
752,Asahi super dry,264319,Asahi Super Dry,1.5,3,3,2,2,5
753,Asahi super dry,323321,Asahi Super Dry,2.6,6,3,5,3,9
754,Asahi super dry,227386,Asahi Super Dry,2.0,3,3,5,3,6
755,Asahi super dry,251306,Asahi Super Dry,3.0,6,3,6,2,13
756,Asahi super dry,166355,Asahi Super Dry,2.2,4,3,4,3,8
757,Asahi super dry,154368,Asahi Super Dry,1.8,5,2,3,2,6
758,Asahi super dry,94160,Asahi Super Dry,1.2,2,2,2,2,4
759,Asahi super dry,268347,Asahi Super Dry,3.3,6,3,7,3,14
760,Asahi super dry,101044,Asahi Super Dry,2.3,5,2,5,2,9
761,Asahi super dry,111648,Asahi Super Dry,1.9,3,3,4,2,7
762,Asahi super dry,148963,Asahi Super Dry,1.9,3,2,3,2,9
763,Asahi super dry,257804,Asahi Super Dry,1.7,4,2,3,2,6
764,Asahi super dry,49280,Asahi Super Dry,2.1,4,3,4,3,7
765,Asahi super dry,243001,Asahi Super Dry,2.3,4,5,4,4,6
766,Asahi super dry,179652,Asahi Super Dry,1.7,3,2,3,2,7
767,Asahi super dry,217118,Asahi Super Dry,2.5,6,3,6,3,7
768,Asahi super dry,312407,Asahi Super Dry,1.2,3,2,2,1,4
769,Asahi super dry,94666,Asahi Super Dry,1.4,3,2,3,1,5
770,Asahi super dry,145812,Asahi Super Dry,2.2,3,3,4,3,9
771,Asahi super dry,316617,Asahi Super Dry,3.3,6,4,6,4,13
772,Asahi super dry,196125,Asahi Super Dry,1.9,3,3,4,2,7
773,Asahi super dry,206180,Asahi Super Dry,3.0,7,2,7,2,12
774,Asahi super dry,62532,Asahi Super Dry,3.0,6,3,6,3,12
775,Asahi super dry,15776,Asahi Super Dry,2.4,5,3,5,2,9
776,Asahi super dry,301018,Asahi Super Dry,1.9,3,3,4,3,6
777,Asahi super dry,251634,Asahi Super Dry,2.8,6,3,6,3,10
778,Asahi super dry,32671,Asahi Super Dry,2.2,4,3,4,3,8
779,Asahi super dry,315618,Asahi Super Dry,2.9,4,4,6,3,12
780,Asahi super dry,239734,Asahi Super Dry,2.0,4,2,4,2,8
781,Asahi super dry,267420,Asahi Super Dry,2.0,3,3,5,2,7
782,Asahi super dry,96178,Asahi Super Dry,1.7,2,4,3,2,6
783,Asahi super dry,303676,Asahi Super Dry,2.4,5,3,5,2,9
784,Asahi super dry,178992,Asahi Super Dry,2.4,5,3,5,2,9
785,Asahi super dry,179712,Asahi Super Dry,2.9,5,2,7,3,12
786,Asahi super dry,120661,Asahi Super Dry,2.8,7,3,6,2,10
787,Asahi super dry,140299,Asahi Super Dry,1.7,3,2,4,1,7
788,Asahi super dry,114049,Asahi Super Dry,2.6,5,3,5,3,10
789,Asahi super dry,289892,Asahi Super Dry,0.9,1,1,1,1,5
790,Asahi super dry,70263,Asahi Super Dry,1.4,3,3,2,3,3
791,Asahi super dry,207499,Asahi Super Dry,3.3,8,4,8,5,8
792,Asahi super dry,309280,Asahi Super Dry,2.3,2,3,5,2,11
793,Asahi super dry,116100,Asahi Super Dry,1.6,3,4,3,3,3
794,Asahi super dry,298859,Asahi Super Dry,2.4,1,2,6,2,13
795,Asahi super dry,134873,Asahi Super Dry,1.9,3,3,3,2,8
796,Asahi super dry,305118,Asahi Super Dry,2.4,4,2,4,2,12
797,Asahi super dry,122397,Asahi Super Dry,2.5,5,2,5,3,10
798,Asahi super dry,289413,Asahi Super Dry,2.8,4,3,6,3,12
799,Asahi super dry,230075,Asahi Super Dry,2.8,5,3,6,3,11
